Loaded 1127 signals
Loaded price data for 570/570 tickers

====================================================================================================
TRADE LIST: $1B+ Market Cap | 3M Hold | Stop Loss: -60%
====================================================================================================
Total trades: 350
Winners: 207 | Losers: 143 | Win Rate: 59.1%
Final Value: $235,366 | Total Return: +135.4% | CAGR: +39.2%
Max Drawdown: 26.5%

Exit Breakdown:
  time: 318 (90.9%)
  end_of_sim: 32 (9.1%)

Top 10 Winners:
  BE: +$12,257 (+201.1%) | 2025-07-30 -> 2025-10-28
  SNDK: +$11,976 (+165.1%) | 2025-10-08 -> 2026-01-06
  SATS: +$10,978 (+199.0%) | 2025-06-25 -> 2025-09-23
  MP: +$7,847 (+162.5%) | 2025-04-23 -> 2025-07-22
  APP: +$7,730 (+174.4%) | 2024-09-18 -> 2024-12-17
  PL: +$5,984 (+70.0%) | 2025-12-17 -> 2026-01-21
  PLTR: +$4,675 (+104.5%) | 2024-09-18 -> 2024-12-17
  WBD: +$4,659 (+60.6%) | 2025-09-17 -> 2025-12-16
  SMMT: +$4,114 (+102.1%) | 2024-07-31 -> 2024-10-29
  W: +$3,804 (+62.3%) | 2025-07-30 -> 2025-10-28

All Trades (CSV):
Entry Date,Exit Date,Ticker,Score,Entry Price,Exit Price,Shares,Cost,Proceeds,P&L,P&L %,Days Held,Exit Reason
2025-05-07,2025-08-05,HWM,5,157.12,179.32,1,157,179,22,+14.1%,90,time
2025-06-11,2025-09-09,PAAS,7,28.66,35.40,108,3095,3823,728,+23.5%,90,time
2025-06-11,2025-09-09,BNTX,6,105.46,102.09,1,105,102,-3,-3.2%,90,time
2025-06-18,2025-09-16,ORCL,7,210.87,306.65,26,5483,7973,2490,+45.4%,90,time
2025-06-18,2025-09-16,OKLO,6,62.02,95.83,89,5520,8529,3009,+54.5%,90,time
2025-06-18,2025-09-16,EQNR,5,27.82,24.71,198,5508,4893,-616,-11.2%,90,time
2025-06-18,2025-09-16,CCJ,5,69.67,80.23,79,5504,6338,834,+15.2%,90,time
2025-06-18,2025-09-16,IMO,5,81.12,95.16,55,4462,5234,772,+17.3%,90,time
2025-06-18,2025-09-16,TTMI,5,36.97,50.27,8,296,402,106,+36.0%,90,time
2025-06-25,2025-09-23,SATS,7,24.63,73.64,224,5517,16495,10978,+199.0%,90,time
2025-06-25,2025-09-23,JBL,7,214.66,234.45,25,5366,5861,495,+9.2%,90,time
2025-06-25,2025-09-23,SYM,6,34.91,54.22,158,5516,8567,3051,+55.3%,90,time
2025-06-25,2025-09-23,ASTS,6,49.97,54.80,110,5497,6028,531,+9.7%,90,time
2025-06-25,2025-09-23,ENLT,6,23.46,28.55,11,258,314,56,+21.7%,90,time
2025-07-02,2025-09-30,RKLB,7,35.68,47.91,161,5744,7714,1969,+34.3%,90,time
2025-07-02,2025-09-30,NTRS,7,132.06,134.60,3,396,404,8,+1.9%,90,time
2025-07-02,2025-09-30,MIR,6,20.42,23.26,5,102,116,14,+13.9%,90,time
2025-07-09,2025-10-07,FSLR,6,165.99,227.89,28,4648,6381,1733,+37.3%,90,time
2025-07-09,2025-10-07,IREN,6,16.96,61.68,20,339,1234,894,+263.7%,90,time
2025-07-16,2025-10-14,RYTM,7,91.44,105.20,68,6218,7154,936,+15.0%,90,time
2025-07-16,2025-10-14,FUTU,6,143.59,158.50,19,2728,3012,283,+10.4%,90,time
2025-07-16,2025-10-14,KTOS,6,54.28,95.30,3,163,286,123,+75.6%,90,time
2025-07-23,2025-10-21,U,7,33.41,36.29,186,6214,6750,536,+8.6%,90,time
2025-07-23,2025-10-21,JOBY,7,17.59,16.10,354,6227,5699,-527,-8.5%,90,time
2025-07-23,2025-10-21,RBLX,6,118.63,133.16,44,5220,5859,639,+12.2%,90,time
2025-07-23,2025-10-21,ONC,6,294.83,315.74,1,295,316,21,+7.1%,90,time
2025-07-30,2025-10-28,BE,7,37.62,113.28,162,6094,18351,12257,+201.1%,90,time
2025-07-30,2025-10-28,AMX,6,18.14,23.11,337,6113,7788,1675,+27.4%,90,time
2025-07-30,2025-10-28,W,6,65.62,106.52,93,6103,9906,3804,+62.3%,90,time
2025-07-30,2025-10-28,FSV,6,197.53,159.44,31,6123,4943,-1181,-19.3%,90,time
2025-07-30,2025-10-28,TM,5,182.75,211.24,33,6031,6971,940,+15.6%,90,time
2025-07-30,2025-10-28,NEM,5,62.31,79.34,98,6106,7775,1669,+27.3%,90,time
2025-07-30,2025-10-28,MFG,5,5.89,6.71,1040,6126,6978,853,+13.9%,90,time
2025-07-30,2025-10-28,BR,5,246.68,229.80,1,247,230,-17,-6.8%,90,time
2025-08-06,2025-11-04,RMBS,7,71.56,100.32,88,6297,8828,2531,+40.2%,90,time
2025-08-06,2025-11-04,SANM,7,117.51,163.58,53,6228,8670,2442,+39.2%,90,time
2025-08-06,2025-11-04,ZWS,7,44.34,46.88,16,709,750,41,+5.7%,90,time
2025-09-10,2025-12-09,CIEN,7,129.86,214.35,29,3766,6216,2450,+65.1%,90,time
2025-09-10,2025-12-09,CYTK,7,52.00,61.60,3,156,185,29,+18.5%,90,time
2025-09-17,2025-12-16,WBD,7,17.99,28.90,427,7682,12340,4659,+60.6%,90,time
2025-09-17,2025-12-16,APP,6,606.66,677.30,12,7280,8128,848,+11.6%,90,time
2025-09-17,2025-12-16,CPNG,6,33.53,23.19,229,7678,5311,-2368,-30.8%,90,time
2025-09-17,2025-12-16,ALAB,6,249.38,144.94,30,7481,4348,-3133,-41.9%,90,time
2025-09-17,2025-12-16,TECK,6,39.66,43.17,79,3133,3410,277,+8.9%,90,time
2025-09-17,2025-12-16,IONQ,6,65.44,49.67,2,131,99,-32,-24.1%,90,time
2025-09-24,2025-12-23,INTC,7,31.22,36.35,243,7586,8833,1247,+16.4%,90,time
2025-09-24,2025-12-23,LYFT,7,22.06,19.60,345,7611,6762,-849,-11.2%,90,time
2025-09-24,2025-12-23,SNPS,6,468.09,475.47,16,7489,7608,118,+1.6%,90,time
2025-09-24,2025-12-23,MKSI,6,123.94,162.92,61,7560,9938,2378,+31.5%,90,time
2025-09-24,2025-12-23,OKLO,6,131.17,81.88,51,6690,4176,-2514,-37.6%,90,time
2025-09-24,2025-12-23,SITM,6,293.69,381.83,1,294,382,88,+30.0%,90,time
2025-10-01,2025-12-30,BP,6,34.46,34.75,227,7822,7888,66,+0.8%,90,time
2025-10-01,2025-12-30,SBSW,6,11.48,14.60,40,459,584,125,+27.2%,90,time
2025-10-08,2026-01-06,SNDK,7,131.88,349.63,55,7253,19230,11976,+165.1%,90,time
2025-10-08,2026-01-06,RGTI,7,43.23,25.38,8,346,203,-143,-41.3%,90,time
2025-10-15,2026-01-13,AMD,7,238.60,220.97,33,7874,7292,-582,-7.4%,90,time
2025-10-15,2026-01-13,IREN,7,67.98,52.99,36,2447,1908,-540,-22.1%,90,time
2025-10-15,2026-01-13,PTGX,7,77.68,81.36,2,155,163,7,+4.7%,90,time
2025-10-22,2026-01-20,ERIC,6,9.51,9.41,852,8103,8017,-85,-1.1%,90,time
2025-10-22,2026-01-20,KEP,6,15.35,21.45,528,8105,11326,3221,+39.7%,90,time
2025-10-22,2026-01-20,MU,5,198.47,365.00,11,2183,4015,1832,+83.9%,90,time
2025-10-22,2026-01-20,EL,5,98.63,114.46,2,197,229,32,+16.0%,90,time
2025-10-29,2026-01-21,GM,7,69.13,77.81,120,8296,9337,1042,+12.6%,84,end_of_sim
2025-10-29,2026-01-21,FIX,6,1010.64,1134.75,8,8085,9078,993,+12.3%,84,end_of_sim
2025-10-29,2026-01-21,RCI,6,39.78,36.53,210,8354,7671,-683,-8.2%,84,end_of_sim
2025-10-29,2026-01-21,CRS,6,323.48,332.35,25,8087,8309,222,+2.7%,84,end_of_sim
2025-10-29,2026-01-21,RTO,6,27.50,31.50,304,8360,9576,1216,+14.5%,84,end_of_sim
2025-11-05,2026-01-21,BBIO,7,62.66,77.19,133,8334,10266,1932,+23.2%,77,end_of_sim
2025-11-05,2026-01-21,GSAT,7,51.13,59.85,163,8334,9756,1421,+17.1%,77,end_of_sim
2025-11-05,2026-01-21,KEX,7,106.25,126.90,78,8288,9898,1611,+19.4%,77,end_of_sim
2025-11-05,2026-01-21,WDC,6,160.10,222.97,52,8325,11594,3269,+39.3%,77,end_of_sim
2025-11-05,2026-01-21,NET,6,228.51,177.42,28,6398,4968,-1431,-22.4%,77,end_of_sim
2025-11-05,2026-01-21,CCJ,6,95.24,115.80,3,286,347,62,+21.6%,77,end_of_sim
2025-12-10,2026-01-21,EXEEL,7,107.54,89.90,57,6130,5124,-1005,-16.4%,42,end_of_sim
2025-12-10,2026-01-21,BLTE,7,146.99,160.01,2,294,320,26,+8.9%,42,end_of_sim
2025-12-17,2026-01-21,SATS,7,100.89,122.00,84,8475,10248,1773,+20.9%,35,end_of_sim
2025-12-17,2026-01-21,PL,7,16.47,28.00,519,8548,14532,5984,+70.0%,35,end_of_sim
2025-12-17,2026-01-21,CVNA,6,446.23,442.29,19,8478,8404,-75,-0.9%,35,end_of_sim
2025-12-17,2026-01-21,FLEX,6,62.85,64.41,124,7793,7987,193,+2.5%,35,end_of_sim
2025-12-17,2026-01-21,MIDD,6,144.25,145.28,2,288,291,2,+0.7%,35,end_of_sim
2025-12-17,2026-01-21,CRH,5,123.05,120.86,1,123,121,-2,-1.8%,35,end_of_sim
2025-12-24,2026-01-21,INFY,6,18.67,18.21,467,8719,8504,-215,-2.5%,28,end_of_sim
2025-12-24,2026-01-21,CUK,6,31.10,27.77,280,8708,7776,-932,-10.7%,28,end_of_sim
2025-12-24,2026-01-21,RIVN,6,21.13,16.16,413,8727,6674,-2053,-23.5%,28,end_of_sim
2025-12-24,2026-01-21,BC,6,75.98,85.02,114,8662,9692,1031,+11.9%,28,end_of_sim
2025-12-24,2026-01-21,WIT,5,2.91,2.60,944,2747,2454,-293,-10.7%,28,end_of_sim
2025-12-24,2026-01-21,EXEEZ,5,100.99,97.50,1,101,98,-3,-3.5%,28,end_of_sim
2025-12-31,2026-01-21,MRK,6,105.26,109.45,76,8000,8318,318,+4.0%,21,end_of_sim
2026-01-07,2026-01-21,AXSM,7,170.69,184.50,53,9047,9778,732,+8.1%,14,end_of_sim
2026-01-07,2026-01-21,BIDU,6,146.81,150.02,62,9102,9301,199,+2.2%,14,end_of_sim
2026-01-07,2026-01-21,FTAI,6,240.63,280.24,7,1684,1962,277,+16.5%,14,end_of_sim
2026-01-07,2026-01-21,NXE,5,10.93,12.00,10,109,120,11,+9.8%,14,end_of_sim
2026-01-14,2026-01-21,SLB,7,46.97,46.45,189,8877,8779,-98,-1.1%,7,end_of_sim
2026-01-14,2026-01-21,AMKR,7,48.67,49.05,9,438,441,3,+0.8%,7,end_of_sim
