
Analyzing signals_history_1b_2023.json
Total signals in file: 1127
Score filter: 5-7
Holding period: 365 days
Stop loss: -60%
Signals after score filter: 960
Loaded price data for 517/517 tickers

--- STRICT VALIDATION RESULTS ---
Valid trades: 960
Dropped - no entry price: 0
Dropped - insufficient coverage (data gaps): 0
Total dropped: 0 (0.0% of filtered signals)

================================================================================
STRICT ANALYSIS: signals_history_1b_2023.json
================================================================================

Data Quality:
  Total signals:     1127
  After score filter: 960
  Valid trades:      960 (100.0%)
    - Closed:        571 (stop_loss or 12M exit)
    - Open:          389 (still holding, using latest price)
  Dropped (total):   0 (0.0%)
    - No entry price:  0
    - Data gaps:       0 (insufficient coverage in holding period)

Performance - CLOSED trades only (571 trades):
  Avg Return:    +44.6%
  Win Rate:      68.5%

Performance - ALL trades including OPEN (960 trades):
  Avg Return:    +41.7%
  Win Rate:      68.3% (656W / 304L)
  Avg Win:       +70.0%
  Avg Loss:      -19.5%
  Best:          +712.0%
  Worst:         -60.0%

Exit Reasons (closed trades):
  Stop Loss (-25%): 21 (3.7% of closed)
  Time (12M):       550 (96.3% of closed)

All Trades (960):
Entry        Exit         Ticker   Score     Entry$      Exit$     Return   Days Reason    
2024-04-17   2025-04-17   CPNG         6      22.63      21.39     -5.5%    365 time      
2024-04-17   2025-04-17   RVMD         6      36.82      36.76     -0.2%    365 time      
2024-04-24   2025-04-24   GPC          6     161.80     117.09    -27.6%    365 time      
2024-04-24   2025-04-24   BSY          6      54.44      43.90    -19.4%    365 time      
2024-04-24   2025-04-24   UNH          5     487.30     424.25    -12.9%    365 time      
2024-04-24   2025-04-24   ED           5      93.43     111.29    +19.1%    365 time      
2024-05-01   2025-05-01   VRT          7      88.52      92.55     +4.6%    365 time      
2024-05-01   2025-05-01   TER          7     113.74      73.78    -35.1%    365 time      
2024-05-01   2025-05-01   SNAP         7      15.86       7.83    -50.6%    365 time      
2024-05-01   2025-05-01   KEX          7     108.17      99.58     -7.9%    365 time      
2024-05-01   2025-05-01   RMD          6     215.01     236.49    +10.0%    365 time      
2024-05-01   2025-04-07   MDB          6     373.33     149.33    -60.0%    341 stop_loss 
2024-05-01   2025-05-01   TYL          6     458.53     539.60    +17.7%    365 time      
2024-05-01   2025-05-01   PAC          6     181.21     203.53    +12.3%    365 time      
2024-05-01   2025-05-01   HAS          6      60.34      60.71     +0.6%    365 time      
2024-05-08   2025-05-08   BEKE         7      16.47      19.32    +17.3%    365 time      
2024-05-08   2025-05-08   THC          7     122.84     149.06    +21.3%    365 time      
2024-05-08   2025-05-08   IESC         7     174.84     250.61    +43.3%    365 time      
2024-05-08   2025-05-08   FORM         7      56.14      29.97    -46.6%    365 time      
2024-05-08   2025-05-08   CVNA         6     114.42     285.53   +149.5%    365 time      
2024-05-08   2025-05-08   HWM          6      81.42     157.50    +93.4%    365 time      
2024-05-08   2025-05-08   GRMN         6     169.96     190.41    +12.0%    365 time      
2024-05-08   2025-05-08   WWD          6     178.14     195.60     +9.8%    365 time      
2024-05-15   2025-05-15   BROS         7      37.59      71.63    +90.6%    365 time      
2024-05-15   2025-05-15   CRUS         7     112.40     106.89     -4.9%    365 time      
2024-05-15   2025-05-15   LPX          7      92.04      93.44     +1.5%    365 time      
2024-05-15   2025-05-15   KD           7      28.05      40.73    +45.2%    365 time      
2024-05-15   2025-05-15   APP          6      84.06     366.61   +336.1%    365 time      
2024-05-15   2025-05-15   KGC          6       7.85      13.75    +75.2%    365 time      
2024-05-15   2025-05-15   TEVA         6      16.78      16.87     +0.5%    365 time      
2024-05-15   2025-05-15   ELAN         6      17.04      12.94    -24.1%    365 time      
2024-05-22   2025-05-22   ONON         7      37.59      58.82    +56.5%    365 time      
2024-05-22   2025-05-22   HBM          7       9.48       8.48    -10.5%    365 time      
2024-05-22   2025-05-22   TME          6      14.72      16.93    +15.0%    365 time      
2024-05-22   2025-05-22   FUTU         6      76.59     111.44    +45.5%    365 time      
2024-05-22   2025-05-22   BCH          6      24.28      30.90    +27.3%    365 time      
2024-05-22   2025-05-22   ZTO          6      24.76      16.91    -31.7%    365 time      
2024-05-22   2025-05-22   EMBJ         6      29.99      47.41    +58.1%    365 time      
2024-05-22   2025-05-22   MMYT         6      78.12     100.73    +28.9%    365 time      
2024-05-22   2025-05-22   BABA         5      82.68     121.48    +46.9%    365 time      
2024-05-29   2025-05-29   BE           7      15.52      18.57    +19.7%    365 time      
2024-05-29   2025-05-29   FSLR         7     278.19     155.95    -43.9%    365 time      
2024-05-29   2025-05-29   NVDA         6     114.83     139.19    +21.2%    365 time      
2024-05-29   2024-10-07   MRNA         6     147.92      59.17    -60.0%    131 stop_loss 
2024-05-29   2025-05-29   DECK         6     177.49     107.27    -39.6%    365 time      
2024-05-29   2025-05-29   DY           6     180.48     228.34    +26.5%    365 time      
2024-05-29   2025-05-29   PDD          5     151.27      98.29    -35.0%    365 time      
2024-05-29   2025-05-29   CLS          5      59.23     116.37    +96.5%    365 time      
2024-05-29   2025-05-29   FLEX         5      33.28      41.94    +26.0%    365 time      
2024-05-29   2025-05-29   STEP         5      43.19      59.12    +36.9%    365 time      
2024-06-05   2025-06-05   CRDO         7      26.50      73.00   +175.5%    365 time      
2024-06-05   2025-06-05   BURL         7     235.49     242.92     +3.2%    365 time      
2024-06-05   2025-06-05   DKS          7     217.12     179.00    -17.6%    365 time      
2024-06-05   2025-06-05   BBY          7      88.94      70.46    -20.8%    365 time      
2024-06-05   2025-06-05   GAP          7      26.60      21.58    -18.9%    365 time      
2024-06-12   2025-06-12   CCZ          7      58.99      61.10     +3.6%    365 time      
2024-06-12   2025-06-12   TTC          7      94.83      69.75    -26.4%    365 time      
2024-06-12   2025-06-12   BVC          6       4.31      11.20   +159.9%    365 time      
2024-06-12   2025-06-12   GWRE         6     135.25     250.64    +85.3%    365 time      
2024-06-12   2025-06-12   GME          6      25.46      22.14    -13.0%    365 time      
2024-06-12   2025-06-12   PTGX         6      33.97      56.32    +65.8%    365 time      
2024-06-12   2025-06-12   NVDA         5     125.20     145.00    +15.8%    365 time      
2024-06-20   2025-06-20   AVGO         6     173.46     249.99    +44.1%    365 time      
2024-06-20   2025-06-20   KKR          6     110.05     122.60    +11.4%    365 time      
2024-06-20   2025-06-20   CASY         6     368.41     500.27    +35.8%    365 time      
2024-06-20   2025-06-20   ORCL         5     142.91     205.17    +43.6%    365 time      
2024-06-20   2025-06-20   CRWD         5     382.14     476.30    +24.6%    365 time      
2024-06-20   2025-06-20   INSM         5      64.71     102.68    +58.7%    365 time      
2024-06-20   2025-06-20   SWKS         5     105.80      72.13    -31.8%    365 time      
2024-06-20   2025-06-20   FRHC         5      80.92     138.29    +70.9%    365 time      
2024-06-26   2025-04-04   AMKR         6      39.09      15.64    -60.0%    282 stop_loss 
2024-06-26   2025-06-26   GLW          5      38.28      51.70    +35.1%    365 time      
2024-06-26   2025-06-26   RKLB         5       4.76      36.14   +659.2%    365 time      
2024-06-26   2025-06-26   FLUT         5     181.01     271.26    +49.9%    365 time      
2024-06-26   2025-06-26   BILI         5      16.45      20.82    +26.6%    365 time      
2024-06-26   2025-06-26   OLLI         5      98.31     133.44    +35.7%    365 time      
2024-06-26   2025-06-26   RYAN         5      57.59      67.23    +16.7%    365 time      
2024-06-26   2025-06-26   ADT          5       7.67       8.40     +9.5%    365 time      
2024-06-26   2025-06-26   LMND         5      16.49      42.80   +159.6%    365 time      
2024-07-03   2025-07-03   CCZ          6      57.68      61.10     +5.9%    365 time      
2024-07-03   2025-07-03   CRDO         6      31.58      93.61   +196.4%    365 time      
2024-07-03   2025-07-03   MTSI         6     111.92     140.68    +25.7%    365 time      
2024-07-03   2025-07-03   COKE         6     109.22     117.71     +7.8%    365 time      
2024-07-03   2025-07-03   IONS         6      45.60      43.00     -5.7%    365 time      
2024-07-03   2025-07-03   AUR          6       2.91       5.30    +82.1%    365 time      
2024-07-03   2025-07-03   GLBE         6      35.96      33.37     -7.2%    365 time      
2024-07-03   2025-07-03   CHWY         5      24.10      41.29    +71.3%    365 time      
2024-07-10   2025-07-10   TSLA         6     263.26     309.87    +17.7%    365 time      
2024-07-10   2025-04-04   IREN         6      12.90       5.16    -60.0%    268 stop_loss 
2024-07-10   2025-07-10   ARM          5     186.46     148.55    -20.3%    365 time      
2024-07-10   2025-07-10   AU           5      28.72      46.53    +62.0%    365 time      
2024-07-10   2025-07-10   KB           5      60.91      85.42    +40.2%    365 time      
2024-07-10   2025-07-10   CDE          5       6.40       9.11    +42.3%    365 time      
2024-07-10   2025-07-10   ACHR         5       4.39      10.78   +145.6%    365 time      
2024-07-17   2025-07-17   RVMD         6      46.42      39.05    -15.9%    365 time      
2024-07-17   2025-07-17   RIVN         6      17.19      12.90    -25.0%    365 time      
2024-07-17   2025-07-17   TLN          6     119.50     264.00   +120.9%    365 time      
2024-07-17   2025-07-17   JOBY         6       7.06      17.72   +151.0%    365 time      
2024-07-17   2025-04-02   GPCR         6      38.34      15.34    -60.0%    259 stop_loss 
2024-07-17   2025-07-17   SONY         5      19.19      24.41    +27.2%    365 time      
2024-07-17   2025-07-17   PAAS         5      23.57      28.39    +20.4%    365 time      
2024-07-17   2025-07-17   INCY         5      65.30      68.94     +5.6%    365 time      
2024-07-24   2025-07-24   WAL          6      76.59      83.21     +8.6%    365 time      
2024-07-24   2025-03-28   CIFR         6       5.72       2.29    -60.0%    247 stop_loss 
2024-07-24   2025-07-24   RIOT         6      11.32      14.69    +29.8%    365 time      
2024-07-24   2025-07-24   VIRT         6      28.37      43.77    +54.3%    365 time      
2024-07-24   2025-07-24   UNH          5     559.75     278.58    -50.2%    365 time      
2024-07-24   2025-07-24   DHI          5     171.07     144.70    -15.4%    365 time      
2024-07-24   2025-07-24   PNFP         5      94.16     104.16    +10.6%    365 time      
2024-07-24   2025-07-24   HOMB         5      27.69      28.81     +4.0%    365 time      
2024-07-24   2025-07-24   AX           5      72.91      84.53    +15.9%    365 time      
2024-07-31   2025-07-31   CRS          7     145.87     249.39    +71.0%    365 time      
2024-07-31   2025-07-31   MHK          7     161.07     114.51    -28.9%    365 time      
2024-07-31   2025-07-31   PNR          6      87.87     102.20    +16.3%    365 time      
2024-07-31   2025-07-31   UHS          6     213.76     166.45    -22.1%    365 time      
2024-07-31   2025-07-31   SMMT         6      10.80      26.37   +144.2%    365 time      
2024-07-31   2025-07-31   CCK          6      88.70      99.36    +12.0%    365 time      
2024-07-31   2025-07-31   MOH          6     341.27     157.87    -53.7%    365 time      
2024-08-07   2025-08-07   PSN          7      88.51      76.87    -13.2%    365 time      
2024-08-07   2025-08-07   ALNY         6     260.17     435.10    +67.2%    365 time      
2024-08-07   2025-08-07   IDA          6     100.89     124.98    +23.9%    365 time      
2024-08-07   2025-08-07   CWAN         6      22.50      18.79    -16.5%    365 time      
2024-08-07   2025-08-07   LTH          6      22.79      27.37    +20.1%    365 time      
2024-08-07   2025-08-07   TBB          5      22.98      22.73     -1.1%    365 time      
2024-08-07   2025-08-07   IRM          5     105.56      91.83    -13.0%    365 time      
2024-08-07   2025-08-07   PHG          5      28.74      26.61     -7.4%    365 time      
2024-08-07   2025-08-07   LH           5     219.36     259.96    +18.5%    365 time      
2024-08-14   2025-08-14   PLTR         7      31.00     181.02   +483.9%    365 time      
2024-08-14   2025-08-14   SHOP         7      71.59     144.27   +101.5%    365 time      
2024-08-14   2025-08-14   FTNT         7      72.79      77.25     +6.1%    365 time      
2024-08-14   2025-08-14   AXON         7     370.57     749.83   +102.3%    365 time      
2024-08-14   2025-08-14   SN           7      89.15     119.30    +33.8%    365 time      
2024-08-14   2025-08-14   ZG           7      51.84      81.53    +57.3%    365 time      
2024-08-14   2025-08-14   Z            6      53.62      85.27    +59.0%    365 time      
2024-08-14   2025-08-14   EXPE         5     129.03     207.20    +60.6%    365 time      
2024-08-21   2025-08-21   LITE         7      56.39     117.43   +108.2%    365 time      
2024-08-21   2025-08-21   SE           6      82.04     179.60   +118.9%    365 time      
2024-08-21   2025-08-21   IAG          6       5.27       8.46    +60.5%    365 time      
2024-08-21   2025-08-21   MNDY         6     266.50     171.46    -35.7%    365 time      
2024-08-21   2025-08-21   MRCY         6      38.34      65.64    +71.2%    365 time      
2024-08-21   2025-08-21   ORLA         6       4.39      10.37   +136.2%    365 time      
2024-08-21   2025-08-21   HRB          6      64.55      51.33    -20.5%    365 time      
2024-08-21   2025-08-21   CVNA         5     156.77     339.07   +116.3%    365 time      
2024-08-21   2025-08-21   B            5      20.62      25.53    +23.8%    365 time      
2024-08-28   2025-08-28   ZM           7      70.69      80.83    +14.3%    365 time      
2024-08-28   2025-08-28   GSAT         7      18.60      28.74    +54.5%    365 time      
2024-08-28   2025-08-28   GRFS         7       9.00       9.87     +9.7%    365 time      
2024-08-28   2025-08-28   GDS          7      16.40      35.08   +113.9%    365 time      
2024-08-28   2025-08-28   CRDO         6      34.10     131.82   +286.6%    365 time      
2024-08-28   2025-08-28   FN           6     244.37     355.05    +45.3%    365 time      
2024-08-28   2025-08-28   TOL          6     142.17     138.88     -2.3%    365 time      
2024-08-28   2025-08-28   RKT          5      19.56      17.89     -8.5%    365 time      
2024-08-28   2025-08-28   TGT          5     156.86      96.81    -38.3%    365 time      
2024-08-28   2025-08-28   KEYS         5     152.59     166.53     +9.1%    365 time      
2024-09-04   2025-09-04   AFRM         6      40.23      89.66   +122.9%    365 time      
2024-09-04   2025-09-04   COO          5     105.54      68.00    -35.6%    365 time      
2024-09-04   2025-09-04   BBY          5      99.96      77.05    -22.9%    365 time      
2024-09-04   2025-09-04   GGAL         5      42.24      39.99     -5.3%    365 time      
2024-09-11   2025-09-11   SATS         6      21.89      77.04   +251.9%    365 time      
2024-09-11   2025-09-11   GWRE         5     168.07     253.19    +50.6%    365 time      
2024-09-11   2025-09-11   GTLB         5      55.29      49.74    -10.0%    365 time      
2024-09-18   2025-09-18   ORCL         6     164.53     296.62    +80.3%    365 time      
2024-09-18   2025-09-18   PLTR         6      36.38     176.97   +386.4%    365 time      
2024-09-18   2025-09-18   APP          6     123.16     621.52   +404.6%    365 time      
2024-09-18   2025-09-18   RKLB         6       7.12      47.18   +562.6%    365 time      
2024-09-18   2025-09-18   KGC          6       9.21      22.26   +141.7%    365 time      
2024-09-18   2025-09-18   TPG          6      57.99      63.73     +9.9%    365 time      
2024-09-18   2025-09-18   PODD         6     236.11     333.51    +41.3%    365 time      
2024-09-18   2025-09-18   HL           6       6.53      10.77    +64.9%    365 time      
2024-09-25   2025-09-25   JHX          7      38.28      18.59    -51.4%    365 time      
2024-09-25   2025-09-25   ZWS          7      34.70      46.13    +32.9%    365 time      
2024-09-25   2025-09-25   CVNA         6     169.65     371.38   +118.9%    365 time      
2024-09-25   2025-09-25   CEG          6     262.86     326.33    +24.1%    365 time      
2024-09-25   2025-09-25   CCZ          6      58.89      62.54     +6.2%    365 time      
2024-09-25   2025-09-25   VST          6     119.08     201.62    +69.3%    365 time      
2024-09-25   2025-09-25   FLUT         6     239.86     279.02    +16.3%    365 time      
2024-10-02   2025-10-02   BABA         7     115.25     189.34    +64.3%    365 time      
2024-10-02   2025-10-02   PDD          7     152.71     135.24    -11.4%    365 time      
2024-10-02   2025-10-02   RKLB         7       9.71      52.47   +440.4%    365 time      
2024-10-02   2025-10-02   BILI         7      29.66      28.89     -2.6%    365 time      
2024-10-02   2025-10-02   WYNN         7     102.04     133.34    +30.7%    365 time      
2024-10-09   2025-10-09   JOBY         7       5.66      17.14   +202.8%    365 time      
2024-10-09   2025-10-09   VST          6     124.18     210.00    +69.1%    365 time      
2024-10-09   2025-10-09   FUTU         6     110.92     174.00    +56.9%    365 time      
2024-10-09   2025-10-09   ZTO          6      25.55      19.08    -25.3%    365 time      
2024-10-09   2025-10-09   AYI          6     305.11     360.66    +18.2%    365 time      
2024-10-09   2025-10-09   CEG          5     262.28     383.23    +46.1%    365 time      
2024-10-09   2025-10-09   ONC          5     240.40     335.80    +39.7%    365 time      
2024-10-09   2025-10-09   TPL          5     326.72     303.26     -7.2%    365 time      
2024-10-16   2025-10-16   MIR          7      14.62      24.45    +67.2%    365 time      
2024-10-16   2025-10-16   UBER         6      81.90      92.52    +13.0%    365 time      
2024-10-16   2025-10-16   MSTR         6     194.09     283.84    +46.2%    365 time      
2024-10-16   2025-10-16   CRDO         6      36.99     136.53   +269.1%    365 time      
2024-10-16   2025-10-16   AS           6      18.62      30.64    +64.6%    365 time      
2024-10-16   2025-10-16   HOOD         5      26.93     131.44   +388.1%    365 time      
2024-10-16   2025-10-16   APD          5     326.70     253.18    -22.5%    365 time      
2024-10-16   2025-10-16   CCL          5      21.40      28.21    +31.8%    365 time      
2024-10-16   2025-10-16   CUK          5      19.56      25.73    +31.5%    365 time      
2024-10-23   2025-10-23   UEC          7       7.77      13.32    +71.4%    365 time      
2024-10-23   2025-10-23   UUUU         7       6.36      21.26   +234.3%    365 time      
2024-10-23   2025-10-23   SNA          6     325.24     346.67     +6.6%    365 time      
2024-10-23   2025-10-23   HMY          6      11.51      17.87    +55.3%    365 time      
2024-10-23   2025-10-23   OKLO         6      18.30     124.70   +581.4%    365 time      
2024-10-23   2025-10-23   IAG          6       5.93      12.04   +103.0%    365 time      
2024-10-23   2025-10-23   EXEL         6      28.32      38.05    +34.4%    365 time      
2024-10-23   2025-10-23   BX           5     166.92     154.98     -7.2%    365 time      
2024-10-23   2025-10-23   TRV          5     257.35     269.10     +4.6%    365 time      
2024-10-23   2025-10-23   CCJ          5      54.08      86.30    +59.6%    365 time      
2024-10-30   2025-10-30   HRI          7     210.35     137.34    -34.7%    365 time      
2024-10-30   2025-10-30   CLS          6      69.78     340.13   +387.4%    365 time      
2024-10-30   2025-10-30   VICR         6      46.19      91.42    +97.9%    365 time      
2024-10-30   2025-10-30   APP          5     171.65     620.62   +261.6%    365 time      
2024-10-30   2025-10-30   TPR          5      48.40     111.37   +130.1%    365 time      
2024-10-30   2025-10-30   GRAB         5       4.12       5.98    +45.1%    365 time      
2024-10-30   2025-10-30   MLI          5      83.00     105.42    +27.0%    365 time      
2024-11-06   2025-11-06   RBLX         7      52.90     101.28    +91.5%    365 time      
2024-11-06   2025-11-06   GRMN         7     209.67     203.98     -2.7%    365 time      
2024-11-06   2025-11-06   TWLO         7      90.30     127.48    +41.2%    365 time      
2024-11-06   2025-11-06   EXEL         7      35.51      40.80    +14.9%    365 time      
2024-11-06   2025-11-06   WAT          6     386.69     371.16     -4.0%    365 time      
2024-11-06   2025-11-06   RVMD         6      59.42      61.38     +3.3%    365 time      
2024-11-06   2025-11-06   INCY         6      80.95     105.20    +30.0%    365 time      
2024-11-13   2025-11-13   PLTR         7      60.70     172.14   +183.6%    365 time      
2024-11-13   2025-11-13   APP          7     283.96     556.15    +95.9%    365 time      
2024-11-13   2025-11-13   AXON         7     601.29     557.29     -7.3%    365 time      
2024-11-13   2025-11-13   LITE         7      88.06     226.86   +157.6%    365 time      
2024-11-13   2025-11-13   TLN          7     206.52     355.04    +71.9%    365 time      
2024-11-13   2025-11-13   BROS         7      47.45      55.37    +16.7%    365 time      
2024-11-13   2025-11-13   GTLS         7     172.30     203.52    +18.1%    365 time      
2024-11-13   2025-11-13   VICR         7      57.07      88.58    +55.2%    365 time      
2024-11-20   2025-11-17   MSTR         7     473.83     189.53    -60.0%    362 stop_loss 
2024-11-20   2025-11-20   GRAB         7       5.66       4.98    -12.0%    365 time      
2024-11-20   2025-11-20   PRMB         7      28.31      14.98    -47.1%    365 time      
2024-11-20   2025-11-20   COIN         6     320.01     238.16    -25.6%    365 time      
2024-11-20   2025-11-20   AFRM         6      63.19      62.54     -1.0%    365 time      
2024-11-20   2025-11-20   CAE          6      22.69      25.77    +13.6%    365 time      
2024-11-27   2025-11-28   SNOW         7     173.70     251.24    +44.6%    366 time      
2024-11-27   2025-11-28   DDOG         7     151.96     160.01     +5.3%    366 time      
2024-11-27   2025-11-28   SYM          7      24.00      83.77   +249.0%    366 time      
2024-11-27   2025-11-28   KEYS         7     168.61     197.95    +17.4%    366 time      
2024-11-27   2025-11-28   BE           7      27.21     109.24   +301.5%    366 time      
2024-11-27   2025-11-28   FLEX         7      38.82      59.11    +52.3%    366 time      
2024-11-27   2025-11-28   TPL          7     545.56     288.10    -47.2%    366 time      
2024-12-04   2025-12-04   RKLB         6      23.11      49.37   +113.6%    365 time      
2024-12-04   2025-12-04   BBIO         6      27.10      74.76   +175.9%    365 time      
2024-12-04   2025-12-04   JOBY         6       8.11      15.76    +94.3%    365 time      
2024-12-04   2025-12-04   ARWR         6      23.11      64.66   +179.8%    365 time      
2024-12-04   2025-04-04   SMTC         6      69.10      27.64    -60.0%    121 stop_loss 
2024-12-04   2025-12-04   HIMS         6      33.92      40.02    +18.0%    365 time      
2024-12-04   2025-12-04   MNSO         6      23.66      19.21    -18.8%    365 time      
2024-12-04   2025-12-04   IONQ         5      33.42      54.76    +63.9%    365 time      
2024-12-04   2025-12-04   EMA          5      39.19      47.39    +20.9%    365 time      
2024-12-11   2025-12-11   MRVL         7     111.36      89.43    -19.7%    365 time      
2024-12-11   2025-12-11   RBRK         7      70.42      87.08    +23.7%    365 time      
2024-12-11   2025-12-11   DOCU         7      94.75      70.23    -25.9%    365 time      
2024-12-11   2025-12-11   APP          6     338.21     716.98   +112.0%    365 time      
2024-12-11   2025-12-11   COIN         6     313.81     269.02    -14.3%    365 time      
2024-12-11   2025-12-11   RBLX         6      59.89      94.34    +57.5%    365 time      
2024-12-11   2025-12-11   RDDT         6     165.92     233.54    +40.8%    365 time      
2024-12-11   2025-04-04   ALAB         6     122.62      49.05    -60.0%    114 stop_loss 
2024-12-11   2025-09-12   LULU         6     399.75     159.90    -60.0%    275 stop_loss 
2024-12-18   2025-12-18   AVGO         7     223.62     329.88    +47.5%    365 time      
2024-12-18   2025-12-18   ALK          7      62.44      51.87    -16.9%    365 time      
2024-12-18   2025-12-18   CRK          6      15.36      21.03    +36.9%    365 time      
2024-12-18   2025-12-18   ORLA         6       5.44      14.10   +159.2%    365 time      
2024-12-18   2025-12-18   KR           5      60.89      62.79     +3.1%    365 time      
2024-12-18   2025-12-18   AS           5      27.69      38.18    +37.9%    365 time      
2024-12-18   2025-12-18   YPF          5      41.69      35.61    -14.6%    365 time      
2024-12-18   2025-12-18   OLLI         5     114.49     107.96     -5.7%    365 time      
2024-12-18   2025-12-18   WAY          5      34.70      32.58     -6.1%    365 time      
2024-12-26   2025-12-26   TEVA         7      22.62      31.89    +41.0%    365 time      
2024-12-26   2025-03-10   IONQ         7      48.24      19.30    -60.0%     74 stop_loss 
2024-12-26   2025-12-26   DRI          6     188.66     188.37     -0.2%    365 time      
2024-12-26   2025-12-26   KVYO         5      43.37      32.59    -24.9%    365 time      
2025-01-02   2026-01-02   ACHR         6       9.57       8.13    -15.0%    365 time      
2025-01-02   2026-01-02   JBTM         5     125.32     150.59    +20.2%    365 time      
2025-01-08   2026-01-08   UNMA         6      23.77      23.32     -1.9%    365 time      
2025-01-08   2026-01-08   RIVN         5      14.21      19.89    +40.0%    365 time      
2025-01-08   2026-01-08   MNSO         5      24.87      19.67    -20.9%    365 time      
2025-01-08   2025-09-08   BMA          5     113.02      45.21    -60.0%    243 stop_loss 
2025-01-15   2026-01-15   CEG          6     300.77     341.20    +13.4%    365 time      
2025-01-15   2026-01-15   UAL          5     104.96     116.02    +10.5%    365 time      
2025-01-15   2026-01-15   SNX          5     136.26     150.38    +10.4%    365 time      
2025-01-15   2026-01-15   GDS          5      21.40      43.40   +102.8%    365 time      
2025-01-15   2026-01-15   CRK          5      21.18      20.85     -1.6%    365 time      
2025-01-22   2026-01-20   ICL          7       6.06       5.33    -12.0%    363 time      
2025-01-22   2026-01-20   HOOD         6      50.16     105.78   +110.9%    363 time      
2025-01-22   2026-01-20   KTOS         6      34.95     128.68   +268.2%    363 time      
2025-01-22   2026-01-20   LTH          6      28.45      26.70     -6.2%    363 time      
2025-01-22   2026-01-20   OZK          6      50.97      47.80     -6.2%    363 time      
2025-01-22   2026-01-20   MS           5     136.00     182.10    +33.9%    363 time      
2025-01-22   2026-01-20   GS           5     632.73     943.37    +49.1%    363 time      
2025-01-22   2026-01-20   C            5      81.69     112.80    +38.1%    363 time      
2025-01-22   2026-01-20   BCS          5      14.48      25.63    +77.0%    363 time      
2025-01-22   2026-01-20   HWM          5     126.71     220.36    +73.9%    363 time      
2025-01-29   2026-01-20   TWLO         7     146.10     119.72    -18.1%    356 open      
2025-01-29   2026-01-20   TEM          7      50.77      66.78    +31.5%    356 open      
2025-01-29   2026-01-20   NFLX         6      97.82      87.26    -10.8%    356 open      
2025-01-29   2026-01-20   RKLB         6      28.87      89.16   +208.8%    356 open      
2025-01-29   2026-01-20   BE           6      22.38     151.75   +578.1%    356 open      
2025-01-29   2026-01-20   GH           6      47.65     114.87   +141.1%    356 open      
2025-01-29   2026-01-20   OKLO         6      35.30      89.93   +154.8%    356 open      
2025-01-29   2026-01-20   MIDD         6     170.08     145.28    -14.6%    356 open      
2025-01-29   2026-01-20   BTSG         6      23.75      38.73    +63.1%    356 open      
2025-01-29   2026-01-20   ABT          5     127.86     121.14     -5.3%    356 open      
2025-02-05   2026-01-20   CIB          7      39.14      77.09    +97.0%    349 open      
2025-02-05   2026-01-20   OSK          7     110.68     148.80    +34.4%    349 open      
2025-02-05   2026-01-15   TEAM         6     320.80     128.32    -60.0%    344 stop_loss 
2025-02-05   2026-01-20   NXT          6      46.89      96.28   +105.3%    349 open      
2025-02-05   2026-01-20   EAT          6     187.95     159.73    -15.0%    349 open      
2025-02-05   2026-01-20   HIMS         6      42.20      30.47    -27.8%    349 open      
2025-02-05   2026-01-20   IBM          5     263.30     291.35    +10.7%    349 open      
2025-02-05   2026-01-20   SBUX         5     112.25      93.66    -16.6%    349 open      
2025-02-05   2026-01-20   RCL          5     266.87     270.01     +1.2%    349 open      
2025-02-12   2026-01-20   PLTR         7     117.39     168.53    +43.6%    342 open      
2025-02-12   2026-01-20   NET          7     172.83     177.42     +2.7%    342 open      
2025-02-12   2026-01-20   EXPE         7     202.61     272.15    +34.3%    342 open      
2025-02-12   2026-01-20   DOCS         7      75.18      41.10    -45.3%    342 open      
2025-02-12   2026-01-20   JCI          6      89.03     114.56    +28.7%    342 open      
2025-02-12   2026-01-20   TTWO         6     209.18     240.61    +15.0%    342 open      
2025-02-12   2026-01-20   AFRM         6      75.66      71.10     -6.0%    342 open      
2025-02-12   2025-03-31   OKLO         6      54.38      21.75    -60.0%     47 stop_loss 
2025-02-19   2026-01-20   BABA         7     125.79     162.39    +29.1%    335 open      
2025-02-19   2026-01-20   DKNG         7      50.78      32.25    -36.5%    335 open      
2025-02-19   2026-01-20   BROS         7      84.99      61.41    -27.7%    335 open      
2025-02-19   2026-01-20   AXSM         7     126.96     184.50    +45.3%    335 open      
2025-02-19   2025-04-08   GDS          7      43.01      17.20    -60.0%     48 stop_loss 
2025-02-19   2026-01-20   APP          6     494.17     565.52    +14.4%    335 open      
2025-02-19   2026-01-20   SMCI         6      60.25      31.41    -47.9%    335 open      
2025-02-19   2026-01-20   PCOR         6      86.48      64.44    -25.5%    335 open      
2025-02-19   2026-01-20   TAP          6      60.14      50.00    -16.9%    335 open      
2025-02-26   2026-01-20   GDS          7      40.09      38.53     -3.9%    328 open      
2025-02-26   2026-01-20   U            6      26.51      41.54    +56.7%    328 open      
2025-02-26   2026-01-20   VICR         6      64.71     157.40   +143.2%    328 open      
2025-02-26   2026-01-20   ONC          5     259.00     334.28    +29.1%    328 open      
2025-02-26   2026-01-20   XPEV         5      21.99      20.00     -9.0%    328 open      
2025-02-26   2026-01-20   AVAL         5       3.08       4.52    +46.8%    328 open      
2025-03-05   2026-01-20   EMBJ         7      52.88      73.39    +38.8%    321 open      
2025-03-05   2026-01-20   BCS          6      16.24      25.63    +57.8%    321 open      
